0.1	-2.5	101	3.1	2	1
0.1	2.5	5	102	2	1
0.1	-2.5 	103 	5	2	1
0.1	-2.5 	104 	5	2	1
0.1	-2.5	105	3.1	2	1
0.1	2.5	5	106	2	1
0.1	-2.5 	255 	5	2	1
0.1	-2.5 	256 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5	101	3.1	2	1
0.1	2.5	5	102	2	1
0.1	-2.5 	103 	5	2	1
0.1	-2.5 	104 	5	2	1
0.1	-2.5	105	3.1	2	1
0.1	2.5	5	106	2	1
0.1	-2.5 	255 	5	2	1
0.1	-2.5 	256 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5 	5 	5	2	1
0.1	-2.5	5	3.1	2	1
0.1	2.5	5	3.1	2	1
0.1	-2.5 	5 	5	2	1
